ICD10 Code,Description,Type of Surgery,Body Part,Index
0HRT0,"Replacement of Right Breast using Latissimus Dorsi Myocutaneous Flap, Open Approach
Replacement of Right Breast using Transverse Rectus Abdominis Myocutaneous Flap, Open Approach
Replacement of Right Breast using Deep Inferior Epigastric Artery Perforator Flap, Open Approach
Replacement of Right Breast using Superficial Inferior Epigastric Artery Flap, Open Approach
Replacement of Right Breast using Gluteal Artery Perforator Flap, Open Approach",Breast Surgery,Breast,10
0GTH0,"Resection of Right Thyroid Gland Lobe, Open Approach",Thyroid Surgery,Endocrine,11
0WU84,"Supplement Chest Wall with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Supplement Chest Wall with Synthetic Substitute, Percutaneous Endoscopic Approach
Supplement Chest Wall with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",General Surgery,General,13
0F150,"Bypass Right Hepatic Duct to Duodenum with Intraluminal Device, Open Approach
Bypass Right Hepatic Duct to Stomach with Intraluminal Device, Open Approach
Bypass Right Hepatic Duct to Right Hepatic Duct with Intraluminal Device, Open Approach
Bypass Right Hepatic Duct to Left Hepatic Duct with Intraluminal Device, Open Approach
Bypass Right Hepatic Duct to Caudate Hepatic Duct with Intraluminal Device, Open Approach",Valve Replacement,Cardiac,1
0HQT0,"Repair Right Breast, Open Approach",Breast Surgery,Breast,10
08SJ3,"Reposition Right Lens, Percutaneous Approach",General Surgery,General,13
0DQP0,"Repair Rectum, Open Approach",General Surgery,General,13
0QHC0,"Insertion of Internal Fixation Device into Left Lower Femur, Open Approach
Insertion of External Fixation Device into Left Lower Femur, Open Approach
Insertion of Intramedullary Internal Fixation Device into Left Lower Femur, Open Approach
Insertion of Limb Lengthening External Fixation Device into Left Lower Femur, Open Approach
Insertion of Monoplanar External Fixation Device into Left Lower Femur, Open Approach",General Surgery,General,13
0JB0X,,General Surgery,General,13
09D7X,,General Surgery,General,13
0RGU0,"Fusion of Right Metacarpophalangeal Joint with Sustained Compression Internal Fixation Device, Open Approach
Fusion of Right Metacarpophalangeal Joint with Internal Fixation Device, Open Approach
Fusion of Right Metacarpophalangeal Joint with External Fixation Device, Open Approach
Fusion of Right Metacarpophalangeal Joint with Autologous Tissue Substitute, Open Approach
Fusion of Right Metacarpophalangeal Joint with Synthetic Substitute, Open Approach",Orthopedic Surgery,Orthopedic,5
03720,"Dilation of Innominate Artery with Drug-eluting Intraluminal Device, Open Approach
Dilation of Innominate Artery with Two Drug-eluting Intraluminal Devices, Open Approach
Dilation of Innominate Artery with Three Drug-eluting Intraluminal Devices, Open Approach
Dilation of Innominate Artery with Four or More Drug-eluting Intraluminal Devices, Open Approach
Dilation of Innominate Artery with Intraluminal Device, using Drug-Coated Balloon, Open Approach",General Surgery,General,13
0D1P0,,General Surgery,General,13
07T04,"Resection of Head Lymphatic, Percutaneous Endoscopic Approach",General Surgery,General,13
0QPH0,"Removal of Internal Fixation Device from Left Tibia, Open Approach
Removal of External Fixation Device from Left Tibia, Open Approach
Removal of Autologous Tissue Substitute from Left Tibia, Open Approach
Removal of Synthetic Substitute from Left Tibia, Open Approach
Removal of Nonautologous Tissue Substitute from Left Tibia, Open Approach",General Surgery,General,13
0TC00,"Extirpation of Matter from Right Kidney, Open Approach",Kidney Transplant,Renal,3
0YB50,"Excision of Right Inguinal Region, Open Approach, Diagnostic
Excision of Right Inguinal Region, Open Approach",General Surgery,General,13
07Q10,"Repair Right Neck Lymphatic, Open Approach",General Surgery,General,13
0T174,"Bypass Left Ureter to Right Ureter with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Left Ureter to Left Ureter with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Left Ureter to Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Left Ureter to Colocutaneous with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Left Ureter to Ileum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
0DJP0,,General Surgery,General,13
03L24,"Occlusion of Innominate Artery with Extraluminal Device, Percutaneous Endoscopic Approach
Occlusion of Innominate Artery with Intraluminal Device, Percutaneous Endoscopic Approach
Occlusion of Innominate Artery, Percutaneous Endoscopic Approach",General Surgery,General,13
0TJ97,"Inspection of Ureter, Via Natural or Artificial Opening",General Surgery,General,13
0H90X,"Drainage of Scalp Skin with Drainage Device, External Approach
Drainage of Scalp Skin, External Approach, Diagnostic
Drainage of Scalp Skin, External Approach",General Surgery,General,13
0LQ04,"Repair Head and Neck Tendon, Percutaneous Endoscopic Approach",General Surgery,General,13
0NQC0,"Repair Sphenoid Bone, Open Approach",General Surgery,General,13
0H0V0,"Alteration of Bilateral Breast with Autologous Tissue Substitute, Open Approach
Alteration of Bilateral Breast with Synthetic Substitute, Open Approach
Alteration of Bilateral Breast with Nonautologous Tissue Substitute, Open Approach
Alteration of Bilateral Breast, Open Approach",Breast Surgery,Breast,10
0BQF4,"Repair Right Lower Lung Lobe, Percutaneous Endoscopic Approach",Lung Surgery,Pulmonary,9
0Q8L0,"Division of Right Tarsal, Open Approach",General Surgery,General,13
0HB8X,"Excision of Buttock Skin, External Approach, Diagnostic
Excision of Buttock Skin, External Approach",General Surgery,General,13
0SQD4,"Repair Left Knee Joint, Percutaneous Endoscopic Approach",Hip Replacement,Orthopedic,5
081JX,,General Surgery,General,13
02BN0,"Excision of Pericardium, Open Approach, Diagnostic
Excision of Pericardium, Open Approach",General Surgery,General,13
031Y0,,General Surgery,General,13
0DQ94,"Repair Duodenum, Percutaneous Endoscopic Approach",General Surgery,General,13
03BJ0,"Excision of Left Common Carotid Artery, Open Approach, Diagnostic
Excision of Left Common Carotid Artery, Open Approach",General Surgery,General,13
02YA0,"Transplantation of Heart, Allogeneic, Open Approach
Transplantation of Heart, Syngeneic, Open Approach
Transplantation of Heart, Zooplastic, Open Approach",Cardiac Surgery,Cardiac,1
0VX50,,General Surgery,General,13
0GT30,"Resection of Right Adrenal Gland, Open Approach",General Surgery,General,13
0UBD7,,General Surgery,General,13
0JBC0,"Excision of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach, Diagnostic
Excision of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0A122,,General Surgery,General,13
0WBC4,"Excision of Mediastinum, Percutaneous Endoscopic Approach, Diagnostic
Excision of Mediastinum, Percutaneous Endoscopic Approach",General Surgery,General,13
0WTG0,,General Surgery,General,13
0QHB0,"Insertion of Internal Fixation Device into Right Lower Femur, Open Approach
Insertion of External Fixation Device into Right Lower Femur, Open Approach
Insertion of Intramedullary Internal Fixation Device into Right Lower Femur, Open Approach
Insertion of Limb Lengthening External Fixation Device into Right Lower Femur, Open Approach
Insertion of Monoplanar External Fixation Device into Right Lower Femur, Open Approach",General Surgery,General,13
09D77,"Extraction of Right Tympanic Membrane, Via Natural or Artificial Opening",General Surgery,General,13
0DBF0,"Excision of Right Large Intestine, Open Approach, Diagnostic
Excision of Right Large Intestine, Open Approach",General Surgery,General,13
0JH0X,,General Surgery,General,13
00BF0,"Excision of Olfactory Nerve, Open Approach, Diagnostic
Excision of Olfactory Nerve, Open Approach",General Surgery,General,13
09B80,"Excision of Left Tympanic Membrane, Open Approach, Diagnostic
Excision of Left Tympanic Membrane, Open Approach",General Surgery,General,13
0T164,"Bypass Right Ureter to Right Ureter with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Right Ureter to Left Ureter with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Right Ureter to Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Right Ureter to Colocutaneous with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Right Ureter to Ileum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
0RBF0,"Excision of Left Sternoclavicular Joint, Open Approach, Diagnostic
Excision of Left Sternoclavicular Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0BBJ0,"Excision of Left Lower Lung Lobe, Open Approach, Diagnostic
Excision of Left Lower Lung Lobe, Open Approach",Lung Surgery,Pulmonary,9
0S8J0,,General Surgery,General,13
0Y6N0,"Detachment at Left Foot, Complete, Open Approach
Detachment at Left Foot, Complete 1st Ray, Open Approach
Detachment at Left Foot, Complete 2nd Ray, Open Approach
Detachment at Left Foot, Complete 3rd Ray, Open Approach
Detachment at Left Foot, Complete 4th Ray, Open Approach",General Surgery,General,13
0LQ10,"Repair Right Shoulder Tendon, Open Approach",General Surgery,General,13
0PR00,"Replacement of Sternum with Autologous Tissue Substitute, Open Approach
Replacement of Sternum with Synthetic Substitute, Open Approach
Replacement of Sternum with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0DBP7,"Excision of Rectum, Via Natural or Artificial Opening, Diagnostic
Excision of Rectum, Via Natural or Artificial Opening",General Surgery,General,13
00Q10,"Repair Cerebral Meninges, Open Approach",General Surgery,General,13
0PB04,"Excision of Sternum, Percutaneous Endoscopic Approach, Diagnostic
Excision of Sternum, Percutaneous Endoscopic Approach",General Surgery,General,13
0PH0X,,General Surgery,General,13
0W304,"Control Bleeding in Head, Percutaneous Endoscopic Approach",General Surgery,General,13
03CJ0,"Extirpation of Matter from Left Common Carotid Artery, Open Approach",General Surgery,General,13
0KX00,"Transfer Head Muscle with Skin, Open Approach
Transfer Head Muscle with Subcutaneous Tissue, Open Approach
Transfer Head Muscle with Skin and Subcutaneous Tissue, Open Approach
Transfer Head Muscle, Open Approach",General Surgery,General,13
01900,"Drainage of Cervical Plexus with Drainage Device, Open Approach
Drainage of Cervical Plexus, Open Approach, Diagnostic
Drainage of Cervical Plexus, Open Approach",General Surgery,General,13
03RY0,"Replacement of Upper Artery with Autologous Tissue Substitute, Open Approach
Replacement of Upper Artery with Synthetic Substitute, Open Approach
Replacement of Upper Artery with Nonautologous Tissue Substitute, Open Approach",General Surgery,General,13
0J000,,General Surgery,General,13
0SQF0,"Repair Right Ankle Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0SSBX,"Reposition Left Hip Joint with Internal Fixation Device, External Approach
Reposition Left Hip Joint with External Fixation Device, External Approach
Reposition Left Hip Joint, External Approach",Orthopedic Surgery,Orthopedic,5
0RBW0,"Excision of Right Finger Phalangeal Joint, Open Approach, Diagnostic
Excision of Right Finger Phalangeal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0GTG0,"Resection of Left Thyroid Gland Lobe, Open Approach",Thyroid Surgery,Endocrine,11
0WQF4,"Repair Abdominal Wall, Percutaneous Endoscopic Approach",General Surgery,General,13
0JPT0,"Removal of Drainage Device from Trunk Subcutaneous Tissue and Fascia, Open Approach
Removal of Radioactive Element from Trunk Subcutaneous Tissue and Fascia, Open Approach
Removal of Monitoring Device from Trunk Subcutaneous Tissue and Fascia, Open Approach
Removal of Infusion Device from Trunk Subcutaneous Tissue and Fascia, Open Approach
Removal of Autologous Tissue Substitute from Trunk Subcutaneous Tissue and Fascia, Open Approach",General Surgery,General,13
0H100,,General Surgery,General,13
0U0G7,,General Surgery,General,13
0XQN0,"Repair Right Index Finger, Open Approach",General Surgery,General,13
086N0,,General Surgery,General,13
0DQN7,"Repair Sigmoid Colon, Via Natural or Artificial Opening",Colon Surgery,Gastrointestinal,4
0PHF0,"Insertion of Internal Fixation Device into Right Humeral Shaft, Open Approach
Insertion of External Fixation Device into Right Humeral Shaft, Open Approach
Insertion of Intramedullary Internal Fixation Device into Right Humeral Shaft, Open Approach
Insertion of Intramedullary Limb Lengthening Internal Fixation Device into Right Humeral Shaft, Open Approach
Insertion of Limb Lengthening External Fixation Device into Right Humeral Shaft, Open Approach",General Surgery,General,13
09N70,"Release Right Tympanic Membrane, Open Approach",General Surgery,General,13
0U9J0,"Drainage of Clitoris with Drainage Device, Open Approach
Drainage of Clitoris, Open Approach, Diagnostic
Drainage of Clitoris, Open Approach",General Surgery,General,13
0BT10,"Resection of Trachea, Open Approach",General Surgery,General,13
0D1Q0,,General Surgery,General,13
0RQW0,"Repair Right Finger Phalangeal Joint, Open Approach",Orthopedic Surgery,Orthopedic,5
0PG00,,General Surgery,General,13
08U40,,General Surgery,General,13
0FT90,"Resection of Common Bile Duct, Open Approach",General Surgery,General,13
0N8R0,"Division of Maxilla, Open Approach",General Surgery,General,13
07J08,,General Surgery,General,13
0HRU0,"Replacement of Left Breast using Latissimus Dorsi Myocutaneous Flap, Open Approach
Replacement of Left Breast using Transverse Rectus Abdominis Myocutaneous Flap, Open Approach
Replacement of Left Breast using Deep Inferior Epigastric Artery Perforator Flap, Open Approach
Replacement of Left Breast using Superficial Inferior Epigastric Artery Flap, Open Approach
Replacement of Left Breast using Gluteal Artery Perforator Flap, Open Approach",Breast Surgery,Breast,10
0DTE0,"Resection of Large Intestine, Open Approach",General Surgery,General,13
0MN14,"Release Right Shoulder Bursa and Ligament, Percutaneous Endoscopic Approach",General Surgery,General,13
0D164,"Bypass Stomach to Cutaneous with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Stomach to Duodenum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Stomach to Jejunum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Stomach to Ileum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach
Bypass Stomach to Transverse Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",Valve Replacement,Cardiac,1
